Avg student total points per grade,Total Points per Student,Grade,Points,Subject,Score,Student ID
33.32,40,E,2,Geography,68,7
33.32,51,E,2,Geography,68,63
33.32,41,E,2,Geography,68,288
33.32,42,E,2,Geography,68,344
33.32,39,E,2,Geography,68,470
33.32,40,E,2,Geography,68,536
33.32,39,E,2,Geography,68,630
33.32,43,E,2,Geography,68,868
33.32,43,E,2,Geography,68,951
33.32,41,E,2,Geography,67,113
33.32,48,E,2,Geography,67,187
33.32,39,E,2,Geography,67,253
33.32,39,E,2,Geography,67,735
33.32,40,E,2,Geography,67,768
33.32,45,E,2,Geography,67,841
33.32,44,E,2,Geography,67,912
33.32,44,E,2,Geography,66,252
33.32,46,E,2,Geography,66,740
31.8,39,F,1,Geography,66,923
31.8,45,F,1,Geography,65,96
31.8,40,F,1,Geography,65,592
31.8,44,F,1,Geography,65,605
31.8,41,F,1,Geography,65,635
31.8,40,F,1,Geography,65,640
31.8,49,F,1,Geography,65,945
31.8,40,F,1,Geography,65,957
31.8,39,F,1,Geography,64,336
31.8,50,F,1,Geography,64,358
31.8,41,F,1,Geography,64,489
31.8,43,F,1,Geography,64,506
31.8,39,F,1,Geography,64,738
31.8,39,F,1,Geography,64,770
31.8,49,F,1,Geography,64,996
31.8,41,F,1,Geography,63,244
31.8,42,F,1,Geography,63,360
31.8,40,F,1,Geography,63,744
31.8,47,F,1,Geography,63,766
31.8,44,F,1,Geography,62,4
31.8,43,F,1,Geography,62,44
31.8,41,F,1,Geography,62,49
31.8,41,F,1,Geography,62,182
31.8,40,F,1,Geography,61,45
31.8,46,F,1,Geography,61,131
31.8,41,F,1,Geography,61,166
31.8,42,F,1,Geography,61,191
31.8,45,F,1,Geography,61,216
31.8,43,F,1,Geography,61,477
31.8,41,F,1,Geography,61,705
31.8,51,F,1,Geography,60,42
31.8,39,F,1,Geography,60,269
31.8,42,F,1,Geography,60,471
39.02,44,B,8,History,93,392
39.02,42,B,8,History,93,538
39.02,40,B,8,History,93,560
39.02,41,B,8,History,93,635
39.02,50,B,8,History,93,680
39.02,41,B,8,History,93,728
39.02,44,B,8,History,93,754
39.02,50,B,8,History,93,833
39.02,54,B,8,History,93,887
39.02,53,B,8,History,93,928
39.02,45,B,8,History,93,973
39.02,41,B,8,History,92,49
39.02,48,B,8,History,92,102
39.02,52,B,8,History,92,145
39.02,45,B,8,History,92,209
39.02,52,B,8,History,92,321
39.02,46,B,8,History,92,475
39.02,44,B,8,History,92,657
39.02,46,B,8,History,92,740
39.02,58,B,8,History,92,808
39.02,42,B,8,History,92,828
39.02,52,B,8,History,92,867
39.02,52,B,8,History,91,35
39.02,44,B,8,History,91,58
39.02,51,B,8,History,91,89
39.02,47,B,8,History,91,337
39.02,48,B,8,History,91,371
39.02,43,B,8,History,91,477
39.02,43,B,8,History,91,511
39.02,46,B,8,History,91,572
39.02,43,B,8,History,91,791
39.02,41,B,8,History,91,834
39.02,44,B,8,History,91,988
39.02,40,B,8,History,90,7
39.02,44,B,8,History,90,156
39.02,49,B,8,History,90,169
39.02,41,B,8,History,90,182
39.02,44,B,8,History,90,262
39.02,41,B,8,History,90,288
39.02,48,B,8,History,90,466
39.02,44,B,8,History,90,502
39.02,41,B,8,History,90,549
39.02,45,B,8,History,90,559
39.02,42,B,8,History,90,725
39.02,39,B,8,History,90,738
39.02,39,B,8,History,89,229
39.02,40,B,8,History,89,390
39.02,40,B,8,History,89,418
39.02,47,B,8,History,89,435
39.02,39,B,8,History,89,470
39.02,52,B,8,History,89,551
39.02,42,B,8,History,89,924
39.02,46,B,8,History,88,54
39.02,54,B,8,History,88,130
39.02,39,B,8,History,88,170
39.02,48,B,8,History,88,187
39.02,39,B,8,History,88,253
39.02,43,B,8,History,88,285
39.02,41,B,8,History,88,294
39.02,39,B,8,History,88,381
39.02,51,B,8,History,88,809
39.02,42,B,8,History,87,8
39.02,47,B,8,History,87,11
39.02,41,B,8,History,87,105
39.02,42,B,8,History,87,191
39.02,46,B,8,History,87,198
39.02,44,B,8,History,87,227
39.02,42,B,8,History,87,228
39.02,48,B,8,History,87,282
39.02,43,B,8,History,87,407
39.02,40,B,8,History,87,432
39.02,48,B,8,History,87,558
39.02,44,B,8,History,87,627
39.02,46,B,8,History,87,660
39.02,50,B,8,History,87,684
39.02,40,B,8,History,87,691
39.02,43,B,8,History,87,706
39.02,40,B,8,History,87,768
39.02,54,B,8,History,87,837
39.02,42,B,8,History,87,890
39.02,44,B,8,History,87,972
39.02,41,B,8,History,86,117
39.02,52,B,8,History,86,307
39.02,51,B,8,History,86,377
39.02,46,B,8,History,86,439
39.02,48,B,8,History,86,460
39.02,46,B,8,History,86,465
39.02,40,B,8,History,86,473
39.02,41,B,8,History,86,625
36.93,46,C,6,History,86,634
36.93,41,C,6,History,86,694
36.93,42,C,6,History,86,720
36.93,41,C,6,History,86,724
36.93,48,C,6,History,86,962
36.93,40,C,6,History,85,45
36.93,49,C,6,History,85,259
36.93,42,C,6,History,85,412
36.93,39,C,6,History,85,451
36.93,43,C,6,History,85,510
36.93,44,C,6,History,85,565
36.93,39,C,6,History,85,630
36.93,46,C,6,History,85,672
36.93,41,C,6,History,85,700
36.93,40,C,6,History,85,802
36.93,43,C,6,History,84,47
36.93,44,C,6,History,84,101
36.93,40,C,6,History,84,114
36.93,41,C,6,History,84,134
36.93,44,C,6,History,84,141
36.93,46,C,6,History,84,201
36.93,41,C,6,History,84,255
36.93,46,C,6,History,84,314
36.93,42,C,6,History,84,318
36.93,42,C,6,History,84,353
36.93,41,C,6,History,84,486
36.93,51,C,6,History,84,600
36.93,44,C,6,History,84,677
36.93,46,C,6,History,84,715
36.93,46,C,6,History,84,721
36.93,52,C,6,History,84,846
36.93,42,C,6,History,84,936
36.93,42,C,6,History,83,20
36.93,45,C,6,History,83,96
36.93,50,C,6,History,83,180
36.93,46,C,6,History,83,185
36.93,39,C,6,History,83,310
36.93,44,C,6,History,83,605
36.93,48,C,6,History,83,609
36.93,42,C,6,History,83,620
36.93,50,C,6,History,83,792
36.93,40,C,6,History,83,843
36.93,41,C,6,History,83,901
36.93,39,C,6,History,82,107
36.93,49,C,6,History,82,149
36.93,40,C,6,History,82,305
36.93,52,C,6,History,82,702
36.93,41,C,6,History,82,705
36.93,40,C,6,History,82,745
36.93,43,C,6,History,82,816
36.93,43,C,6,History,82,823
36.93,43,C,6,History,82,831
36.93,45,C,6,History,81,55
36.93,42,C,6,History,81,125
36.93,39,C,6,History,81,269
36.93,42,C,6,History,81,483
36.93,44,C,6,History,81,516
36.93,42,C,6,History,81,531
36.93,46,C,6,History,81,582
36.93,48,C,6,History,81,599
36.93,42,C,6,History,81,777
36.93,40,C,6,History,81,931
36.93,40,C,6,History,81,993
36.93,39,C,6,History,80,71
36.93,42,C,6,History,80,243
36.93,50,C,6,History,80,267
36.93,54,C,6,History,80,997
36.93,41,C,6,History,79,166
35.0,40,D,4,History,79,405
35.0,45,D,4,History,79,641
35.0,39,D,4,History,79,661
35.0,42,D,4,History,79,940
35.0,44,D,4,History,78,147
35.0,39,D,4,History,78,275
35.0,43,D,4,History,78,302
35.0,40,D,4,History,78,340
35.0,41,D,4,History,78,368
35.0,43,D,4,History,78,380
35.0,44,D,4,History,77,4
35.0,54,D,4,History,77,5
35.0,39,D,4,History,77,123
35.0,40,D,4,History,77,312
35.0,43,D,4,History,77,493
35.0,42,D,4,History,77,648
35.0,42,D,4,History,77,736
35.0,39,D,4,History,77,770
35.0,42,D,4,History,77,784
35.0,50,D,4,History,76,43
35.0,49,D,4,History,76,159
35.0,46,D,4,History,76,497
35.0,39,D,4,History,76,838
35.0,39,D,4,History,75,70
35.0,50,D,4,History,75,313
35.0,42,D,4,History,75,449
35.0,48,D,4,History,74,99
35.0,39,D,4,History,74,410
35.0,40,D,4,History,74,526
35.0,43,D,4,History,74,607
35.0,44,D,4,History,73,17
35.0,45,D,4,History,73,263
35.0,39,D,4,History,73,274
35.0,44,D,4,History,73,303
35.0,42,D,4,History,73,360
35.0,46,D,4,History,73,533
35.0,48,D,4,History,73,539
35.0,40,D,4,History,73,556
35.0,54,D,4,History,73,687
35.0,46,D,4,History,73,845
35.0,42,D,4,History,73,955
35.0,39,D,4,History,73,998
35.0,43,D,4,History,72,44
35.0,52,D,4,History,72,57
35.0,39,D,4,History,72,129
35.0,47,D,4,History,72,184
35.0,45,D,4,History,72,188
35.0,44,D,4,History,72,206
35.0,45,D,4,History,72,216
33.32,42,E,2,History,72,411
33.32,44,E,2,History,72,546
33.32,50,E,2,History,72,669
33.32,44,E,2,History,72,912
33.32,41,E,2,History,71,37
33.32,43,E,2,History,71,176
33.32,39,E,2,History,71,196
33.32,44,E,2,History,71,218
33.32,44,E,2,History,71,236
33.32,46,E,2,History,71,266
33.32,39,E,2,History,71,406
33.32,43,E,2,History,71,541
33.32,40,E,2,History,71,577
33.32,42,E,2,History,71,643
33.32,39,E,2,History,71,830
33.32,46,E,2,History,70,24
33.32,46,E,2,History,70,51
33.32,39,E,2,History,70,336
33.32,52,E,2,History,70,803
33.32,50,E,2,History,70,961
33.32,43,E,2,History,70,975
33.32,40,E,2,History,69,162
33.32,46,E,2,History,69,163
33.32,44,E,2,History,69,323
33.32,46,E,2,History,69,339
33.32,43,E,2,History,69,506
33.32,43,E,2,History,69,530
33.32,39,E,2,History,69,553
33.32,40,E,2,History,69,981
33.32,41,E,2,History,68,90
33.32,44,E,2,History,68,252
33.32,39,E,2,History,68,287
33.32,44,E,2,History,68,328
33.32,46,E,2,History,68,446
33.32,52,E,2,History,68,528
33.32,42,E,2,History,68,597
33.32,39,E,2,History,68,718
33.32,42,E,2,History,68,870
33.32,42,E,2,History,68,895
33.32,42,E,2,History,68,920
33.32,42,E,2,History,67,132
33.32,44,E,2,History,67,146
33.32,46,E,2,History,67,238
33.32,47,E,2,History,67,326
33.32,40,E,2,History,67,427
33.32,50,E,2,History,67,464
33.32,40,E,2,History,67,849
33.32,41,E,2,History,66,244
33.32,43,E,2,History,66,325
33.32,39,E,2,History,66,395
33.32,40,E,2,History,66,536
33.32,40,E,2,History,66,637
33.32,44,E,2,History,66,639
31.8,43,F,1,History,66,868
31.8,39,F,1,History,65,21
31.8,43,F,1,History,65,434
31.8,45,F,1,History,65,547
31.8,40,F,1,History,65,562
31.8,43,F,1,History,65,659
31.8,43,F,1,History,65,951
31.8,41,F,1,History,64,299
31.8,39,F,1,History,64,367
31.8,43,F,1,History,64,529
31.8,39,F,1,History,64,710
31.8,39,F,1,History,64,861
31.8,39,F,1,History,63,232
31.8,44,F,1,History,63,235
31.8,39,F,1,History,63,372
31.8,39,F,1,History,63,494
31.8,41,F,1,History,63,829
31.8,40,F,1,History,63,842
31.8,41,F,1,History,62,119
31.8,41,F,1,History,62,363
31.8,39,F,1,History,62,408
31.8,42,F,1,History,62,788
31.8,49,F,1,History,62,932
31.8,45,F,1,History,61,240
31.8,42,F,1,History,61,333
31.8,40,F,1,History,61,944
31.8,39,F,1,History,61,953
31.8,51,F,1,History,60,84
31.8,41,F,1,History,60,144
31.8,44,F,1,History,60,341
31.8,45,F,1,History,60,426
39.02,44,B,8,Maths,92,323
39.02,40,B,8,Maths,92,340
39.02,42,B,8,Maths,92,411
39.02,44,B,8,Maths,92,546
39.02,52,B,8,Maths,92,551
39.02,39,B,8,Maths,92,661
39.02,39,B,8,Maths,92,738
39.02,52,B,8,Maths,92,867
39.02,42,B,8,Maths,92,920
39.02,49,B,8,Maths,91,22
39.02,42,B,8,Maths,91,132
39.02,44,B,8,Maths,91,156
39.02,41,B,8,Maths,91,193
39.02,41,B,8,Maths,91,294
39.02,44,B,8,Maths,91,392
39.02,46,B,8,Maths,91,497
39.02,42,B,8,Maths,91,620
39.02,54,B,8,Maths,91,687
39.02,43,B,8,Maths,91,760
39.02,49,B,8,Maths,91,932
39.02,49,B,8,Maths,90,25
39.02,51,B,8,Maths,90,42
39.02,49,B,8,Maths,90,259
39.02,39,B,8,Maths,90,274
39.02,44,B,8,Maths,90,328
39.02,46,B,8,Maths,90,475
39.02,42,B,8,Maths,90,531
39.02,46,B,8,Maths,90,572
39.02,46,B,8,Maths,90,582
39.02,40,B,8,Maths,90,637
39.02,44,B,8,Maths,90,912
39.02,39,B,8,Maths,89,123
39.02,46,B,8,Maths,89,163
39.02,39,B,8,Maths,89,232
39.02,52,B,8,Maths,89,289
39.02,52,B,8,Maths,89,307
39.02,42,B,8,Maths,89,318
39.02,44,B,8,Maths,89,341
39.02,40,B,8,Maths,89,390
39.02,40,B,8,Maths,89,405
39.02,46,B,8,Maths,89,465
39.02,47,B,8,Maths,89,504
39.02,41,B,8,Maths,89,549
39.02,58,B,8,Maths,89,764
39.02,50,B,8,Maths,89,863
39.02,54,B,8,Maths,88,151
39.02,42,B,8,Maths,88,228
39.02,44,B,8,Maths,88,262
39.02,42,B,8,Maths,88,344
39.02,42,B,8,Maths,88,412
39.02,43,B,8,Maths,88,434
39.02,46,B,8,Maths,88,446
39.02,42,B,8,Maths,88,449
39.02,48,B,8,Maths,88,466
39.02,43,B,8,Maths,88,477
39.02,43,B,8,Maths,88,493
39.02,44,B,8,Maths,88,627
39.02,39,B,8,Maths,88,718
39.02,42,B,8,Maths,88,720
39.02,42,B,8,Maths,88,828
39.02,47,B,8,Maths,88,857
39.02,58,B,8,Maths,88,874
39.02,54,B,8,Maths,87,130
39.02,44,B,8,Maths,87,141
39.02,48,B,8,Maths,87,187
39.02,50,B,8,Maths,87,358
39.02,52,B,8,Maths,87,515
39.02,41,B,8,Maths,87,694
39.02,46,B,8,Maths,87,845
39.02,52,B,8,Maths,87,846
39.02,44,B,8,Maths,87,864
39.02,42,B,8,Maths,87,890
39.02,40,B,8,Maths,87,957
39.02,48,B,8,Maths,87,962
39.02,40,B,8,Maths,87,993
39.02,54,B,8,Maths,86,5
39.02,41,B,8,Maths,86,182
39.02,47,B,8,Maths,86,326
39.02,40,B,8,Maths,86,427
39.02,40,B,8,Maths,86,526
39.02,42,B,8,Maths,86,788
39.02,43,B,8,Maths,86,951
39.02,52,B,8,Maths,86,982
39.02,39,B,8,Maths,86,998
39.02,39,B,8,Maths,85,107
36.93,40,C,6,Maths,85,162
36.93,40,C,6,Maths,85,241
36.93,39,C,6,Maths,85,269
36.93,44,C,6,Maths,85,303
36.93,39,C,6,Maths,85,336
36.93,39,C,6,Maths,85,408
36.93,44,C,6,Maths,85,565
36.93,41,C,6,Maths,84,66
36.93,45,C,6,Maths,84,96
36.93,49,C,6,Maths,84,149
36.93,41,C,6,Maths,84,271
36.93,39,C,6,Maths,84,406
36.93,44,C,6,Maths,84,502
36.93,40,C,6,Maths,83,305
36.93,40,C,6,Maths,83,536
36.93,40,C,6,Maths,83,651
36.93,39,C,6,Maths,83,710
36.93,41,C,6,Maths,83,728
36.93,46,C,6,Maths,83,904
36.93,50,C,6,Maths,83,961
36.93,45,C,6,Maths,83,973
36.93,42,C,6,Maths,82,8
36.93,44,C,6,Maths,82,101
36.93,44,C,6,Maths,82,236
36.93,56,C,6,Maths,82,382
36.93,42,C,6,Maths,82,538
36.93,45,C,6,Maths,82,547
36.93,42,C,6,Maths,82,777
36.93,46,C,6,Maths,82,782
36.93,43,C,6,Maths,82,975
36.93,41,C,6,Maths,81,49
36.93,52,C,6,Maths,81,57
36.93,39,C,6,Maths,81,70
36.93,41,C,6,Maths,81,144
36.93,44,C,6,Maths,81,218
36.93,45,C,6,Maths,81,240
36.93,46,C,6,Maths,81,266
36.93,41,C,6,Maths,81,299
36.93,40,C,6,Maths,81,322
36.93,41,C,6,Maths,81,368
36.93,50,C,6,Maths,81,684
36.93,44,C,6,Maths,81,754
36.93,40,C,6,Maths,81,768
36.93,45,C,6,Maths,80,216
36.93,43,C,6,Maths,80,325
36.93,44,C,6,Maths,80,516
36.93,48,C,6,Maths,80,539
36.93,39,C,6,Maths,80,553
36.93,40,C,6,Maths,80,560
36.93,42,C,6,Maths,80,597
36.93,41,C,6,Maths,80,724
36.93,40,C,6,Maths,80,745
36.93,39,C,6,Maths,80,770
36.93,42,C,6,Maths,80,895
36.93,42,C,6,Maths,80,936
36.93,43,C,6,Maths,79,47
36.93,50,C,6,Maths,79,180
36.93,44,C,6,Maths,79,206
36.93,45,C,6,Maths,79,263
36.93,50,C,6,Maths,79,578
36.93,48,C,6,Maths,79,609
36.93,46,C,6,Maths,79,660
36.93,43,C,6,Maths,79,706
36.93,46,C,6,Maths,79,721
35.0,43,D,4,Maths,79,897
35.0,52,D,4,Maths,78,23
35.0,51,D,4,Maths,78,272
35.0,40,D,4,Maths,78,691
35.0,42,D,4,Maths,77,20
35.0,52,D,4,Maths,77,80
35.0,46,D,4,Maths,77,185
35.0,50,D,4,Maths,77,267
35.0,40,D,4,Maths,77,279
35.0,54,D,4,Maths,77,300
35.0,42,D,4,Maths,77,940
35.0,40,D,4,Maths,77,944
35.0,43,D,4,Maths,76,44
35.0,44,D,4,Maths,76,58
35.0,42,D,4,Maths,76,100
35.0,48,D,4,Maths,76,102
35.0,44,D,4,Maths,76,146
35.0,50,D,4,Maths,76,220
35.0,43,D,4,Maths,76,280
35.0,41,D,4,Maths,76,288
35.0,39,D,4,Maths,76,310
35.0,39,D,4,Maths,76,367
35.0,40,D,4,Maths,76,496
35.0,43,D,4,Maths,76,541
35.0,39,D,4,Maths,76,630
35.0,44,D,4,Maths,76,639
35.0,46,D,4,Maths,76,672
35.0,41,D,4,Maths,76,700
35.0,43,D,4,Maths,76,791
35.0,43,D,4,Maths,76,823
35.0,40,D,4,Maths,76,843
35.0,46,D,4,Maths,75,51
35.0,44,D,4,Maths,75,194
35.0,50,D,4,Maths,75,298
35.0,46,D,4,Maths,75,339
35.0,48,D,4,Maths,75,350
35.0,40,D,4,Maths,75,418
35.0,42,D,4,Maths,75,498
35.0,40,D,4,Maths,75,749
35.0,40,D,4,Maths,75,842
35.0,44,D,4,Maths,75,988
35.0,39,D,4,Maths,74,21
35.0,42,D,4,Maths,74,164
35.0,41,D,4,Maths,74,244
35.0,44,D,4,Maths,74,295
35.0,39,D,4,Maths,74,372
35.0,45,D,4,Maths,74,426
35.0,47,D,4,Maths,74,435
35.0,42,D,4,Maths,74,483
35.0,42,D,4,Maths,74,924
35.0,56,D,4,Maths,73,203
35.0,39,D,4,Maths,73,381
35.0,39,D,4,Maths,73,395
35.0,48,D,4,Maths,73,460
35.0,48,D,4,Maths,73,581
35.0,39,D,4,Maths,73,815
35.0,43,D,4,Maths,73,816
35.0,52,D,4,Maths,73,891
33.32,45,E,2,Maths,72,608
33.32,42,E,2,Maths,72,725
33.32,39,E,2,Maths,72,735
33.32,42,E,2,Maths,72,736
33.32,42,E,2,Maths,72,769
33.32,48,E,2,Maths,72,871
33.32,41,E,2,Maths,72,952
33.32,39,E,2,Maths,71,196
33.32,43,E,2,Maths,71,302
33.32,41,E,2,Maths,71,363
33.32,39,E,2,Maths,71,410
33.32,40,E,2,Maths,71,577
33.32,46,E,2,Maths,71,601
33.32,50,E,2,Maths,71,792
33.32,44,E,2,Maths,70,17
33.32,44,E,2,Maths,70,227
33.32,46,E,2,Maths,70,238
33.32,42,E,2,Maths,70,243
33.32,40,E,2,Maths,70,432
33.32,40,E,2,Maths,70,508
33.32,48,E,2,Maths,70,599
33.32,41,E,2,Maths,70,635
33.32,46,E,2,Maths,70,650
33.32,42,E,2,Maths,70,784
33.32,39,E,2,Maths,70,861
33.32,43,E,2,Maths,69,285
33.32,42,E,2,Maths,69,485
33.32,40,E,2,Maths,69,556
33.32,47,E,2,Maths,69,766
33.32,40,E,2,Maths,68,7
33.32,42,E,2,Maths,68,86
33.32,39,E,2,Maths,68,275
33.32,39,E,2,Maths,68,451
33.32,48,E,2,Maths,68,550
33.32,54,E,2,Maths,68,693
33.32,41,E,2,Maths,68,834
33.32,40,E,2,Maths,68,849
33.32,52,E,2,Maths,68,855
33.32,40,E,2,Maths,68,931
33.32,42,E,2,Maths,68,955
33.32,41,E,2,Maths,67,166
33.32,52,E,2,Maths,67,528
33.32,44,E,2,Maths,67,602
33.32,44,E,2,Maths,67,657
33.32,48,E,2,Maths,67,911
33.32,40,E,2,Maths,66,1
33.32,40,E,2,Maths,66,114
33.32,44,E,2,Maths,66,585
33.32,42,E,2,Maths,66,648
31.8,44,F,1,Maths,65,4
31.8,42,F,1,Maths,65,438
31.8,44,F,1,Maths,65,532
31.8,49,F,1,Maths,65,654
31.8,39,F,1,Maths,65,830
31.8,39,F,1,Maths,65,838
31.8,41,F,1,Maths,64,90
31.8,46,F,1,Maths,64,131
31.8,39,F,1,Maths,64,229
31.8,39,F,1,Maths,64,253
31.8,43,F,1,Maths,64,510
31.8,41,F,1,Maths,64,625
31.8,41,F,1,Maths,64,631
31.8,39,F,1,Maths,64,850
31.8,39,F,1,Maths,64,953
31.8,45,F,1,Maths,63,14
31.8,41,F,1,Maths,63,255
31.8,44,F,1,Maths,63,605
31.8,43,F,1,Maths,63,607
31.8,40,F,1,Maths,63,744
31.8,43,F,1,Maths,63,753
31.8,57,F,1,Maths,62,56
31.8,41,F,1,Maths,62,105
31.8,45,F,1,Maths,62,225
31.8,47,F,1,Maths,62,337
31.8,42,F,1,Maths,62,360
31.8,39,F,1,Maths,62,470
31.8,43,F,1,Maths,62,831
31.8,39,F,1,Maths,62,923
31.8,47,F,1,Maths,61,11
31.8,41,F,1,Maths,61,134
31.8,42,F,1,Maths,61,191
31.8,53,F,1,Maths,61,544
31.8,47,F,1,Maths,61,985
31.8,41,F,1,Maths,60,113
31.8,39,F,1,Maths,60,170
31.8,43,F,1,Maths,60,407
31.8,43,F,1,Maths,60,511
31.8,45,F,1,Maths,60,641
39.02,39,B,8,Science,94,838
39.02,48,B,8,Science,94,844
39.02,48,B,8,Science,94,962
39.02,40,B,8,Science,94,981
39.02,47,B,8,Science,94,985
39.02,39,B,8,Science,94,998
39.02,41,B,8,Science,93,90
39.02,44,B,8,Science,93,146
39.02,44,B,8,Science,93,147
39.02,40,B,8,Science,93,162
39.02,45,B,8,Science,93,188
39.02,52,B,8,Science,93,289
39.02,52,B,8,Science,93,307
39.02,42,B,8,Science,93,412
39.02,43,B,8,Science,93,541
39.02,44,B,8,Science,93,565
39.02,51,B,8,Science,93,600
39.02,46,B,8,Science,93,782
39.02,40,B,8,Science,93,802
39.02,49,B,8,Science,93,945
39.02,41,B,8,Science,93,952
39.02,42,B,8,Science,93,955
39.02,44,B,8,Science,92,17
39.02,42,B,8,Science,92,20
39.02,57,B,8,Science,92,56
39.02,46,B,8,Science,92,161
39.02,41,B,8,Science,92,166
39.02,50,B,8,Science,92,180
39.02,46,B,8,Science,92,314
39.02,42,B,8,Science,92,318
39.02,42,B,8,Science,92,353
39.02,48,B,8,Science,92,609
39.02,54,B,8,Science,92,693
39.02,44,B,8,Science,92,972
39.02,52,B,8,Science,91,23
39.02,41,B,8,Science,91,117
39.02,41,B,8,Science,91,144
39.02,44,B,8,Science,91,262
39.02,39,B,8,Science,91,367
39.02,39,B,8,Science,91,395
39.02,48,B,8,Science,91,460
39.02,46,B,8,Science,91,465
39.02,44,B,8,Science,91,516
39.02,43,B,8,Science,91,530
39.02,40,B,8,Science,91,577
39.02,46,B,8,Science,91,672
39.02,54,B,8,Science,91,887
39.02,53,B,8,Science,91,928
39.02,49,B,8,Science,91,996
39.02,52,B,8,Science,90,80
39.02,42,B,8,Science,90,100
39.02,45,B,8,Science,90,216
39.02,39,B,8,Science,90,310
39.02,39,B,8,Science,90,372
39.02,43,B,8,Science,90,407
39.02,39,B,8,Science,90,470
39.02,42,B,8,Science,90,483
39.02,40,B,8,Science,90,536
39.02,53,B,8,Science,90,544
39.02,39,B,8,Science,90,553
39.02,48,B,8,Science,90,599
39.02,39,B,8,Science,90,850
39.02,43,B,8,Science,90,951
39.02,44,B,8,Science,89,4
39.02,56,B,8,Science,89,65
39.02,42,B,8,Science,89,86
39.02,49,B,8,Science,89,159
39.02,47,B,8,Science,89,326
39.02,40,B,8,Science,89,418
39.02,46,B,8,Science,89,650
39.02,46,B,8,Science,89,660
39.02,42,B,8,Science,89,720
39.02,50,B,8,Science,89,792
39.02,49,B,8,Science,88,25
39.02,52,B,8,Science,88,57
39.02,44,B,8,Science,88,218
39.02,39,B,8,Science,88,336
39.02,40,B,8,Science,88,427
39.02,46,B,8,Science,88,533
39.02,44,B,8,Science,88,605
39.02,43,B,8,Science,88,607
39.02,44,B,8,Science,88,627
39.02,40,B,8,Science,88,744
39.02,40,B,8,Science,88,768
39.02,52,B,8,Science,88,803
39.02,40,B,8,Science,88,849
39.02,50,B,8,Science,88,863
39.02,44,B,8,Science,88,864
39.02,42,B,8,Science,88,920
39.02,41,B,8,Science,87,49
36.93,41,C,6,Science,87,105
36.93,41,C,6,Science,87,113
36.93,50,C,6,Science,87,220
36.93,41,C,6,Science,87,288
36.93,40,C,6,Science,87,508
36.93,40,C,6,Science,87,556
36.93,44,C,6,Science,87,645
36.93,42,C,6,Science,87,736
36.93,40,C,6,Science,87,842
36.93,52,C,6,Science,87,846
36.93,45,C,6,Science,87,926
36.93,51,C,6,Science,86,89
36.93,39,C,6,Science,86,129
36.93,54,C,6,Science,86,151
36.93,46,C,6,Science,86,198
36.93,39,C,6,Science,86,229
36.93,39,C,6,Science,86,494
36.93,52,C,6,Science,86,515
36.93,41,C,6,Science,86,694
36.93,52,C,6,Science,86,702
36.93,39,C,6,Science,86,718
36.93,56,C,6,Science,85,12
36.93,52,C,6,Science,85,855
36.93,49,C,6,Science,85,932
36.93,45,C,6,Science,85,973
36.93,44,C,6,Science,85,988
36.93,40,C,6,Science,84,7
36.93,44,C,6,Science,84,58
36.93,39,C,6,Science,84,71
36.93,48,C,6,Science,84,102
36.93,42,C,6,Science,84,132
36.93,43,C,6,Science,84,285
36.93,41,C,6,Science,84,294
36.93,40,C,6,Science,84,390
36.93,42,C,6,Science,84,411
36.93,47,C,6,Science,84,504
36.93,52,C,6,Science,84,551
36.93,46,C,6,Science,84,582
36.93,44,C,6,Science,84,639
36.93,40,C,6,Science,84,640
36.93,41,C,6,Science,84,724
36.93,56,C,6,Science,83,16
36.93,41,C,6,Science,83,66
36.93,39,C,6,Science,83,232
36.93,50,C,6,Science,83,267
36.93,39,C,6,Science,83,269
36.93,52,C,6,Science,83,321
36.93,41,C,6,Science,83,489
36.93,41,C,6,Science,83,631
36.93,46,C,6,Science,83,634
36.93,44,C,6,Science,83,754
36.93,43,C,6,Science,83,760
36.93,50,C,6,Science,82,43
36.93,46,C,6,Science,82,201
36.93,44,C,6,Science,82,227
36.93,48,C,6,Science,82,260
36.93,43,C,6,Science,82,280
36.93,48,C,6,Science,82,371
36.93,56,C,6,Science,82,382
36.93,42,C,6,Science,82,538
36.93,41,C,6,Science,82,705
36.93,39,C,6,Science,82,861
36.93,51,C,6,Science,81,84
36.93,40,C,6,Science,81,114
36.93,42,C,6,Science,81,191
36.93,41,C,6,Science,81,244
36.93,41,C,6,Science,81,255
36.93,48,C,6,Science,81,282
36.93,44,C,6,Science,81,585
36.93,39,C,6,Science,81,738
35.0,40,D,4,Science,80,45
35.0,50,D,4,Science,80,464
35.0,50,D,4,Science,80,578
35.0,41,D,4,Science,80,829
35.0,42,D,4,Science,80,870
35.0,40,D,4,Science,80,931
35.0,54,D,4,Science,80,997
35.0,54,D,4,Science,79,130
35.0,44,D,4,Science,79,303
35.0,40,D,4,Science,79,340
35.0,48,D,4,Science,79,539
35.0,42,D,4,Science,79,648
35.0,58,D,4,Science,79,764
35.0,43,D,4,Science,79,791
35.0,52,D,4,Science,79,914
35.0,46,D,4,Science,78,266
35.0,50,D,4,Science,78,298
35.0,50,D,4,Science,78,313
35.0,44,D,4,Science,78,742
35.0,45,D,4,Science,78,799
35.0,41,D,4,Science,78,834
35.0,52,D,4,Science,77,145
