Transaction_Date,Transanction_Number,Product_ID,Cash_or_Card,Loyalty_Number,Sales_Before_Discount
"Sat, October 02, 2021",21021008,Liquid-Sandalwood_Spice-0.25L,1,1004714.0,12.75
"Sat, October 02, 2021",21021009,Bar-Fresh_Rain-2x,2,1003933.0,9.45
"Sat, October 02, 2021",21021009,Bar-Rose_Garden-2x,2,1003933.0,6.34
"Sat, October 02, 2021",21021010,Bar-Eucalyptus_Mint-1x,1,1008022.0,10.47
"Sat, October 02, 2021",21021010,Bar-Ocean_Mist-2x,1,1008022.0,2.04
"Sat, October 02, 2021",21021010,Bar-Cedarwood_Forest-4x,1,1008022.0,10.6
"Sat, October 02, 2021",21021011,Bar-Ocean_Mist-1x,1,1002644.0,6.0
"Sat, October 02, 2021",21021011,Liquid-Coconut_Dream-1L,1,1002644.0,15.0
"Sat, October 02, 2021",21021012,Bar-Eucalyptus_Mint-1x,1,1007476.0,17.45
"Sat, October 02, 2021",21021013,Bar-Rose_Garden-1x,1,,4.9
"Sat, October 02, 2021",21021014,Bar-Lavender_Fields-1x,2,1002523.0,5.31
"Sat, October 02, 2021",21021014,Bar-Eucalyptus_Mint-1x,2,1002523.0,17.45
"Sat, October 02, 2021",21021015,Bar-Sandalwood_Spice-4x,1,1006331.0,39.95
"Sat, October 02, 2021",21021015,Liquid-Fresh_Rain-0.25L,1,1006331.0,5.72
"Sat, October 02, 2021",21021016,Liquid-Sandalwood_Spice-1L,2,1003071.0,65.95
"Sat, October 02, 2021",21021016,Liquid-Vanilla_Bean-1L,2,1003071.0,62.5
"Sat, October 02, 2021",21021016,Liquid-Vanilla_Bean-1L,2,1003071.0,12.5
"Sat, October 02, 2021",21021017,Bar-Fresh_Rain-1x,1,1003380.0,3.22
"Sat, October 02, 2021",21021017,Bar-Cedarwood_Forest-2x,1,1003380.0,3.05
"Sat, October 02, 2021",21021018,Bar-Eucalyptus_Mint-1x,1,1005964.0,6.98
"Sat, October 02, 2021",21021019,Bar-Sandalwood_Spice-2x,1,,7.57
"Sat, October 02, 2021",21021020,Bar-Cedarwood_Forest-2x,2,,3.05
"Sat, October 02, 2021",21021020,Liquid-Lavender_Fields-0.5L,2,,14.85
"Sat, October 02, 2021",21021021,Bar-Coconut_Dream-2x,2,1009074.0,4.32
"Sat, October 02, 2021",21021021,Bar-Eucalyptus_Mint-4x,2,1009074.0,8.3
"Sat, October 02, 2021",21021021,Liquid-Coconut_Dream-0.25L,2,1009074.0,11.9
"Sat, October 02, 2021",21021022,Bar-Sandalwood_Spice-4x,1,,39.95
"Sat, October 02, 2021",21021022,Liquid-Lavender_Fields-1L,1,,16.18
"Sat, October 02, 2021",21021023,Liquid-Vanilla_Bean-1L,2,,37.5
"Sat, October 02, 2021",21021024,Liquid-Lavender_Fields-0.25L,2,1004254.0,4.6
"Sat, October 02, 2021",21021025,Bar-Eucalyptus_Mint-2x,1,1007920.0,24.92
"Sat, October 02, 2021",21021025,Liquid-Rose_Garden-0.5L,1,1007920.0,21.15
"Sat, October 02, 2021",21021025,Liquid-Coconut_Dream-1L,1,1007920.0,22.5
"Sat, October 02, 2021",21021026,Bar-Cedarwood_Forest-1x,1,1007754.0,6.54
"Sat, October 02, 2021",21021026,Bar-Coconut_Dream-4x,1,1007754.0,9.63
"Sat, October 02, 2021",21021027,Bar-Eucalyptus_Mint-2x,1,1007292.0,24.92
"Sat, October 02, 2021",21021027,Liquid-Vanilla_Bean-0.25L,1,1007292.0,23.05
"Sat, October 02, 2021",21021028,Bar-Vanilla_Bean-1x,1,,10.92
"Sat, October 02, 2021",21021029,Bar-Sandalwood_Spice-4x,1,1007572.0,23.97
"Sat, October 02, 2021",21021029,Liquid-Rose_Garden-0.5L,1,1007572.0,7.05
"Sat, October 02, 2021",21021030,Bar-Cedarwood_Forest-2x,2,1001026.0,3.05
"Sat, October 02, 2021",21021031,Bar-Coconut_Dream-4x,1,1002101.0,19.26
"Sat, October 02, 2021",21021031,Liquid-Lavender_Fields-0.25L,1,1002101.0,11.5
"Sat, October 02, 2021",21021031,Liquid-Citrus_Breeze-0.5L,1,1002101.0,12.4
"Sat, October 02, 2021",21021032,Bar-Lavender_Fields-2x,2,1005419.0,4.82
"Sat, October 02, 2021",21021032,Liquid-Rose_Garden-0.25L,2,1005419.0,1.9
"Sat, October 02, 2021",21021033,Bar-Eucalyptus_Mint-1x,2,,10.47
"Sat, October 02, 2021",21021033,Bar-Rose_Garden-2x,2,,15.85
"Sat, October 02, 2021",21021033,Bar-Eucalyptus_Mint-2x,2,,18.69
"Sat, October 02, 2021",21021034,Liquid-Eucalyptus_Mint-0.5L,2,1004710.0,17.76
"Sat, October 02, 2021",21021035,Bar-Cedarwood_Forest-4x,1,1004713.0,5.3
"Sat, October 02, 2021",21021035,Liquid-Cedarwood_Forest-0.25L,1,1004713.0,1.56
"Sat, October 02, 2021",21021036,Bar-Lavender_Fields-2x,1,1002057.0,12.05
"Sat, October 02, 2021",21021037,Bar-Cedarwood_Forest-4x,1,1005503.0,15.9
"Sat, October 02, 2021",21021037,Liquid-Sandalwood_Spice-0.25L,1,1005503.0,21.25
"Sat, October 02, 2021",21021038,Bar-Vanilla_Bean-2x,1,,6.86
"Sat, October 02, 2021",21021038,Liquid-Citrus_Breeze-0.5L,1,,7.44
"Sat, October 02, 2021",21021039,Bar-Citrus_Breeze-4x,2,1006447.0,8.12
"Sat, October 02, 2021",21021039,Bar-Coconut_Dream-4x,2,1006447.0,9.63
"Sat, October 02, 2021",21021039,Liquid-Eucalyptus_Mint-0.25L,2,1006447.0,9.0
"Sat, October 02, 2021",21021040,Bar-Rose_Garden-2x,1,1002333.0,6.34
"Sat, October 02, 2021",21021040,Bar-Coconut_Dream-4x,1,1002333.0,19.26
"Sat, October 02, 2021",21021040,Liquid-Coconut_Dream-0.5L,1,1002333.0,20.6
"Sat, October 02, 2021",21021041,Bar-Lavender_Fields-4x,1,1003888.0,25.5
"Sat, October 02, 2021",21021042,Bar-Citrus_Breeze-2x,1,,8.08
"Sat, October 02, 2021",21021042,Bar-Rose_Garden-2x,1,,9.51
"Sat, October 02, 2021",21021042,Bar-Eucalyptus_Mint-2x,1,,6.23
"Sat, October 02, 2021",21021043,Liquid-Eucalyptus_Mint-0.25L,2,1000649.0,9.0
"Sat, October 02, 2021",21021044,Bar-Vanilla_Bean-4x,2,1001011.0,88.7
"Sat, October 02, 2021",21021044,Liquid-Fresh_Rain-0.5L,2,1001011.0,2.25
"Sat, October 02, 2021",21021045,Liquid-Cedarwood_Forest-0.5L,1,,17.56
"Sat, October 02, 2021",21021046,Bar-Citrus_Breeze-2x,2,1005462.0,8.08
"Sat, October 02, 2021",21021046,Liquid-Eucalyptus_Mint-1L,2,1005462.0,13.27
"Sat, October 02, 2021",21021047,Bar-Citrus_Breeze-2x,1,,4.04
"Sat, October 02, 2021",21021047,Liquid-Eucalyptus_Mint-0.25L,1,,18.0
"Sat, October 02, 2021",21021048,Bar-Rose_Garden-4x,1,1001022.0,33.48
"Sat, October 02, 2021",21021048,Liquid-Ocean_Mist-0.25L,1,1001022.0,6.2
"Sat, October 02, 2021",21021049,Bar-Citrus_Breeze-2x,1,1004602.0,8.08
"Sat, October 02, 2021",21021049,Bar-Fresh_Rain-4x,1,1004602.0,17.12
"Sat, October 02, 2021",21021049,Liquid-Fresh_Rain-0.25L,1,1004602.0,2.86
"Sat, October 02, 2021",21021050,Liquid-Fresh_Rain-0.25L,2,,7.15
"Sat, October 02, 2021",21021051,Bar-Citrus_Breeze-2x,1,1008890.0,4.04
"Mon, October 04, 2021",41021001,Bar-Rose_Garden-1x,1,,4.9
"Mon, October 04, 2021",41021001,Bar-Vanilla_Bean-2x,1,,27.44
"Mon, October 04, 2021",41021002,Bar-Lavender_Fields-4x,1,1000679.0,15.3
"Mon, October 04, 2021",41021002,Liquid-Eucalyptus_Mint-0.5L,1,1000679.0,35.52
"Mon, October 04, 2021",41021002,Liquid-Cedarwood_Forest-0.5L,1,1000679.0,4.39
"Mon, October 04, 2021",41021003,Bar-Citrus_Breeze-2x,2,1003413.0,6.06
"Mon, October 04, 2021",41021003,Liquid-Lavender_Fields-1L,2,1003413.0,32.36
"Mon, October 04, 2021",41021004,Bar-Coconut_Dream-1x,2,1005915.0,13.7
"Mon, October 04, 2021",41021005,Bar-Sandalwood_Spice-2x,2,,37.85
"Mon, October 04, 2021",41021005,Liquid-Rose_Garden-1L,2,,23.7
"Mon, October 04, 2021",41021006,Bar-Coconut_Dream-2x,2,1007510.0,8.64
"Mon, October 04, 2021",41021006,Liquid-Vanilla_Bean-1L,2,1007510.0,25.0
"Mon, October 04, 2021",41021007,Bar-Fresh_Rain-1x,1,,6.44
"Mon, October 04, 2021",41021007,Bar-Cedarwood_Forest-1x,1,,2.18
"Mon, October 04, 2021",41021008,Bar-Ocean_Mist-2x,2,1005531.0,4.08
"Mon, October 04, 2021",41021009,Bar-Ocean_Mist-2x,2,,6.12
"Mon, October 04, 2021",41021009,Bar-Coconut_Dream-2x,2,,4.32
"Mon, October 04, 2021",41021010,Liquid-Ocean_Mist-0.25L,1,,1.55
"Mon, October 04, 2021",41021010,Liquid-Lavender_Fields-1L,1,,24.27
"Mon, October 04, 2021",41021011,Bar-Sandalwood_Spice-2x,2,1004210.0,22.71
"Mon, October 04, 2021",41021011,Liquid-Sandalwood_Spice-0.25L,2,1004210.0,8.5
"Mon, October 04, 2021",41021011,Liquid-Eucalyptus_Mint-1L,2,1004210.0,53.08
"Mon, October 04, 2021",41021012,Bar-Lavender_Fields-4x,2,,20.4
"Mon, October 04, 2021",41021012,Liquid-Cedarwood_Forest-1L,2,,27.04
"Mon, October 04, 2021",41021013,Liquid-Fresh_Rain-0.25L,1,1001526.0,5.72
"Mon, October 04, 2021",41021014,Bar-Coconut_Dream-4x,1,1002120.0,28.89
"Mon, October 04, 2021",41021014,Liquid-Ocean_Mist-0.25L,1,1002120.0,1.55
"Mon, October 04, 2021",41021015,Bar-Lavender_Fields-4x,2,1008966.0,25.5
"Mon, October 04, 2021",41021015,Liquid-Eucalyptus_Mint-0.5L,2,1008966.0,8.88
"Mon, October 04, 2021",41021016,Bar-Ocean_Mist-4x,2,1002615.0,13.95
"Mon, October 04, 2021",41021016,Bar-Fresh_Rain-4x,2,1002615.0,21.4
"Mon, October 04, 2021",41021016,Liquid-Ocean_Mist-0.5L,2,1002615.0,11.64
"Mon, October 04, 2021",41021017,Bar-Fresh_Rain-2x,1,,7.56
"Mon, October 04, 2021",41021017,Liquid-Vanilla_Bean-0.25L,1,,18.44
"Mon, October 04, 2021",41021018,Bar-Cedarwood_Forest-4x,1,1000860.0,5.3
"Mon, October 04, 2021",41021018,Liquid-Lavender_Fields-0.25L,1,1000860.0,9.2
"Mon, October 04, 2021",41021019,Liquid-Coconut_Dream-0.25L,1,1007925.0,2.38
"Mon, October 04, 2021",41021019,Liquid-Vanilla_Bean-0.5L,1,1007925.0,22.05
"Mon, October 04, 2021",41021019,Liquid-Vanilla_Bean-1L,1,1007925.0,62.5
"Mon, October 04, 2021",41021020,Bar-Citrus_Breeze-4x,1,1000864.0,16.24
"Mon, October 04, 2021",41021020,Bar-Eucalyptus_Mint-4x,1,1000864.0,16.6
"Mon, October 04, 2021",41021021,Bar-Vanilla_Bean-4x,2,1005061.0,35.48
"Mon, October 04, 2021",41021021,Liquid-Coconut_Dream-0.5L,2,1005061.0,8.24
"Mon, October 04, 2021",41021022,Liquid-Ocean_Mist-0.5L,1,1008983.0,5.82
"Mon, October 04, 2021",41021023,Liquid-Vanilla_Bean-0.5L,1,1002307.0,14.7
"Mon, October 04, 2021",41021024,Liquid-Citrus_Breeze-1L,2,1007133.0,11.84
"Mon, October 04, 2021",41021025,Bar-Citrus_Breeze-1x,1,1007194.0,3.24
"Mon, October 04, 2021",41021026,Bar-Vanilla_Bean-4x,1,,70.96
"Mon, October 04, 2021",41021026,Bar-Coconut_Dream-4x,1,,9.63
"Mon, October 04, 2021",41021027,Bar-Ocean_Mist-1x,1,,4.8
"Mon, October 04, 2021",41021027,Liquid-Ocean_Mist-0.5L,1,,14.55
"Mon, October 04, 2021",41021028,Liquid-Citrus_Breeze-0.25L,1,1009764.0,7.3
"Mon, October 04, 2021",41021028,Liquid-Eucalyptus_Mint-1L,1,1009764.0,66.35
"Mon, October 04, 2021",41021029,Liquid-Cedarwood_Forest-0.25L,2,1000096.0,1.56
"Mon, October 04, 2021",41021029,Liquid-Vanilla_Bean-1L,2,1000096.0,50.0
"Mon, October 04, 2021",41021030,Bar-Cedarwood_Forest-1x,2,,8.72
"Mon, October 04, 2021",41021030,Liquid-Sandalwood_Spice-0.25L,2,,12.75
"Mon, October 04, 2021",41021030,Liquid-Cedarwood_Forest-1L,2,,33.8
"Mon, October 04, 2021",41021031,Bar-Citrus_Breeze-2x,1,1002289.0,2.02
"Mon, October 04, 2021",41021032,Liquid-Ocean_Mist-0.5L,1,1006181.0,8.73
"Mon, October 04, 2021",41021033,Liquid-Coconut_Dream-0.5L,1,,20.6
"Mon, October 04, 2021",41021034,Liquid-Eucalyptus_Mint-0.5L,2,1002546.0,8.88
"Mon, October 04, 2021",41021034,Liquid-Ocean_Mist-1L,2,1002546.0,4.59
"Mon, October 04, 2021",41021035,Bar-Vanilla_Bean-4x,1,1002307.0,17.74
"Mon, October 04, 2021",41021035,Liquid-Lavender_Fields-0.5L,1,1002307.0,14.85
"Mon, October 04, 2021",41021036,Liquid-Fresh_Rain-1L,1,1008711.0,40.75
"Mon, October 04, 2021",41021037,Bar-Cedarwood_Forest-1x,2,,6.54
"Mon, October 04, 2021",41021037,Liquid-Eucalyptus_Mint-0.5L,2,,8.88
"Mon, October 04, 2021",41021037,Liquid-Coconut_Dream-0.5L,2,,4.12
"Mon, October 04, 2021",41021038,Bar-Rose_Garden-2x,1,,9.51
"Mon, October 04, 2021",41021038,Bar-Coconut_Dream-4x,1,,28.89
"Mon, October 04, 2021",41021039,Liquid-Coconut_Dream-0.25L,2,1007730.0,4.76
"Mon, October 04, 2021",41021039,Liquid-Sandalwood_Spice-0.5L,2,1007730.0,28.68
"Mon, October 04, 2021",41021039,Liquid-Sandalwood_Spice-0.5L,2,1007730.0,38.24
"Mon, October 04, 2021",41021040,Bar-Coconut_Dream-2x,1,1001732.0,21.6
"Mon, October 04, 2021",41021040,Bar-Vanilla_Bean-4x,1,1001732.0,53.22
"Mon, October 04, 2021",41021040,Liquid-Lavender_Fields-1L,1,1001732.0,24.27
"Mon, October 04, 2021",41021041,Liquid-Sandalwood_Spice-0.5L,1,1002970.0,19.12
"Mon, October 04, 2021",41021041,Liquid-Vanilla_Bean-0.5L,1,1002970.0,36.75
"Mon, October 04, 2021",41021042,Bar-Eucalyptus_Mint-1x,2,1008801.0,6.98
"Mon, October 04, 2021",41021042,Bar-Cedarwood_Forest-1x,2,1008801.0,8.72
"Mon, October 04, 2021",41021043,Bar-Citrus_Breeze-2x,2,1009691.0,10.1
"Mon, October 04, 2021",41021043,Liquid-Rose_Garden-0.25L,2,1009691.0,5.7
"Mon, October 04, 2021",41021044,Bar-Fresh_Rain-4x,1,1001913.0,17.12
"Mon, October 04, 2021",41021044,Liquid-Coconut_Dream-0.5L,1,1001913.0,4.12
"Mon, October 04, 2021",41021044,Liquid-Rose_Garden-1L,1,1001913.0,47.4
"Mon, October 04, 2021",41021045,Liquid-Lavender_Fields-0.25L,1,1007068.0,4.6
"Mon, October 04, 2021",41021045,Liquid-Fresh_Rain-0.5L,1,1007068.0,6.75
"Mon, October 04, 2021",41021045,Liquid-Sandalwood_Spice-0.5L,1,1007068.0,9.56
"Mon, October 04, 2021",41021046,Bar-Lavender_Fields-2x,1,1003345.0,7.23
"Mon, October 04, 2021",41021046,Bar-Ocean_Mist-2x,1,1003345.0,6.12
"Mon, October 04, 2021",41021046,Bar-Lavender_Fields-4x,1,1003345.0,25.5
"Mon, October 04, 2021",41021047,Bar-Fresh_Rain-1x,1,1008750.0,3.22
"Mon, October 04, 2021",41021047,Liquid-Coconut_Dream-0.5L,1,1008750.0,20.6
"Mon, October 04, 2021",41021048,Bar-Eucalyptus_Mint-1x,1,1007500.0,17.45
"Mon, October 04, 2021",41021048,Liquid-Lavender_Fields-0.5L,1,1007500.0,4.95
"Mon, October 04, 2021",41021048,Liquid-Ocean_Mist-1L,1,1007500.0,13.77
"Mon, October 04, 2021",41021049,Bar-Lavender_Fields-2x,2,1000810.0,2.41
"Mon, October 04, 2021",41021049,Liquid-Cedarwood_Forest-0.5L,2,1000810.0,4.39
"Mon, October 04, 2021",41021050,Bar-Vanilla_Bean-2x,2,,27.44
"Mon, October 04, 2021",41021050,Liquid-Coconut_Dream-0.25L,2,,2.38
"Mon, October 04, 2021",41021051,Bar-Ocean_Mist-4x,1,,23.25
"Mon, October 04, 2021",41021052,Bar-Lavender_Fields-1x,2,1007667.0,5.31
"Mon, October 04, 2021",41021052,Bar-Fresh_Rain-4x,2,1007667.0,17.12
"Mon, October 04, 2021",41021052,Liquid-Cedarwood_Forest-1L,2,1007667.0,33.8
"Mon, October 04, 2021",41021053,Bar-Ocean_Mist-1x,1,1000764.0,4.8
"Mon, October 04, 2021",41021053,Bar-Ocean_Mist-2x,1,1000764.0,2.04
"Mon, October 04, 2021",41021053,Bar-Eucalyptus_Mint-4x,1,1000764.0,41.5
"Mon, October 04, 2021",41021054,Bar-Citrus_Breeze-2x,2,1000435.0,6.06
"Mon, October 04, 2021",41021054,Liquid-Sandalwood_Spice-0.5L,2,1000435.0,47.8
"Mon, October 04, 2021",41021054,Liquid-Lavender_Fields-1L,2,1000435.0,16.18
"Mon, October 04, 2021",41021055,Liquid-Fresh_Rain-0.25L,1,1006165.0,4.29
"Mon, October 04, 2021",41021055,Liquid-Coconut_Dream-0.25L,1,1006165.0,4.76
"Mon, October 04, 2021",41021055,Liquid-Fresh_Rain-1L,1,1006165.0,16.3
"Mon, October 04, 2021",41021056,Bar-Vanilla_Bean-1x,1,1001050.0,14.56
"Mon, October 04, 2021",41021056,Bar-Cedarwood_Forest-1x,1,1001050.0,8.72
"Mon, October 04, 2021",41021057,Bar-Eucalyptus_Mint-4x,2,1008303.0,8.3
"Mon, October 04, 2021",41021057,Bar-Vanilla_Bean-4x,2,1008303.0,88.7
"Mon, October 04, 2021",41021057,Liquid-Fresh_Rain-0.5L,2,1008303.0,2.25
"Mon, October 04, 2021",41021058,Bar-Fresh_Rain-1x,1,1006183.0,3.22
"Mon, October 04, 2021",41021058,Liquid-Eucalyptus_Mint-0.25L,1,1006183.0,22.5
"Tue, October 05, 2021",51021001,Bar-Citrus_Breeze-1x,2,1009591.0,3.24
"Tue, October 05, 2021",51021001,Liquid-Citrus_Breeze-0.25L,2,1009591.0,4.38
"Tue, October 05, 2021",51021001,Liquid-Eucalyptus_Mint-0.25L,2,1009591.0,22.5
"Tue, October 05, 2021",51021002,Bar-Cedarwood_Forest-2x,1,1006301.0,3.05
"Tue, October 05, 2021",51021003,Bar-Coconut_Dream-1x,1,1000598.0,5.48
"Tue, October 05, 2021",51021003,Bar-Vanilla_Bean-2x,1,1000598.0,13.72
"Tue, October 05, 2021",51021004,Bar-Cedarwood_Forest-1x,1,,8.72
"Tue, October 05, 2021",51021004,Liquid-Rose_Garden-0.5L,1,,7.05
"Tue, October 05, 2021",51021005,Bar-Fresh_Rain-2x,1,,5.67
"Tue, October 05, 2021",51021006,Bar-Lavender_Fields-1x,2,1003988.0,8.85
"Tue, October 05, 2021",51021006,Liquid-Rose_Garden-0.5L,2,1003988.0,21.15
"Tue, October 05, 2021",51021006,Liquid-Cedarwood_Forest-1L,2,1003988.0,13.52
"Tue, October 05, 2021",51021007,Liquid-Eucalyptus_Mint-0.5L,2,1002390.0,26.64
"Tue, October 05, 2021",51021008,Bar-Rose_Garden-2x,2,,15.85
"Tue, October 05, 2021",51021008,Liquid-Rose_Garden-1L,2,,23.7
"Tue, October 05, 2021",51021009,Liquid-Citrus_Breeze-0.5L,2,1001390.0,9.92
"Tue, October 05, 2021",51021010,Bar-Citrus_Breeze-2x,1,1005223.0,4.04
"Tue, October 05, 2021",51021010,Bar-Sandalwood_Spice-2x,1,1005223.0,15.14
"Tue, October 05, 2021",51021011,Bar-Cedarwood_Forest-4x,1,1000001.0,10.6
"Tue, October 05, 2021",51021011,Liquid-Coconut_Dream-1L,1,1000001.0,37.5
"Tue, October 05, 2021",51021012,Bar-Fresh_Rain-2x,2,1000523.0,1.89
"Tue, October 05, 2021",51021012,Liquid-Cedarwood_Forest-0.5L,2,1000523.0,4.39
"Tue, October 05, 2021",51021012,Liquid-Rose_Garden-1L,2,1000523.0,23.7
"Tue, October 05, 2021",51021013,Liquid-Lavender_Fields-1L,2,1000647.0,32.36
"Tue, October 05, 2021",51021014,Bar-Lavender_Fields-1x,1,1005768.0,8.85
"Tue, October 05, 2021",51021014,Liquid-Vanilla_Bean-0.25L,1,1005768.0,23.05
"Tue, October 05, 2021",51021015,Liquid-Ocean_Mist-1L,1,,4.59
"Tue, October 05, 2021",51021016,Bar-Ocean_Mist-1x,1,1000300.0,2.4
"Tue, October 05, 2021",51021016,Liquid-Rose_Garden-0.25L,1,1000300.0,1.9
"Tue, October 05, 2021",51021016,Liquid-Vanilla_Bean-1L,1,1000300.0,62.5
"Tue, October 05, 2021",51021017,Bar-Citrus_Breeze-4x,1,1009966.0,12.18
"Tue, October 05, 2021",51021017,Bar-Sandalwood_Spice-4x,1,1009966.0,31.96
"Tue, October 05, 2021",51021018,Bar-Ocean_Mist-1x,2,1006288.0,6.0
"Tue, October 05, 2021",51021018,Liquid-Cedarwood_Forest-0.25L,2,1006288.0,3.12
"Tue, October 05, 2021",51021018,Liquid-Fresh_Rain-1L,2,1006288.0,40.75
"Tue, October 05, 2021",51021019,Liquid-Coconut_Dream-0.5L,2,,16.48
"Tue, October 05, 2021",51021020,Bar-Citrus_Breeze-2x,1,1003829.0,8.08
"Tue, October 05, 2021",51021021,Bar-Eucalyptus_Mint-1x,1,1004356.0,13.96
"Tue, October 05, 2021",51021021,Bar-Cedarwood_Forest-2x,1,1004356.0,3.05
"Tue, October 05, 2021",51021022,Bar-Fresh_Rain-1x,2,1005125.0,4.83
"Tue, October 05, 2021",51021023,Bar-Vanilla_Bean-1x,1,1000681.0,10.92
"Tue, October 05, 2021",51021023,Bar-Citrus_Breeze-4x,1,1000681.0,20.3
"Tue, October 05, 2021",51021024,Bar-Lavender_Fields-2x,1,,9.64
"Tue, October 05, 2021",51021024,Bar-Sandalwood_Spice-2x,1,,37.85
"Tue, October 05, 2021",51021025,Bar-Coconut_Dream-2x,1,1003456.0,21.6
"Tue, October 05, 2021",51021025,Liquid-Cedarwood_Forest-0.5L,1,1003456.0,4.39
"Tue, October 05, 2021",51021025,Liquid-Ocean_Mist-1L,1,1003456.0,18.36
"Tue, October 05, 2021",51021026,Bar-Coconut_Dream-2x,2,,4.32
"Tue, October 05, 2021",51021027,Bar-Ocean_Mist-4x,2,1002556.0,23.25
"Tue, October 05, 2021",51021027,Liquid-Vanilla_Bean-1L,2,1002556.0,62.5
"Tue, October 05, 2021",51021028,Bar-Cedarwood_Forest-4x,1,1007712.0,15.9
"Tue, October 05, 2021",51021029,Bar-Cedarwood_Forest-1x,1,,4.36
"Tue, October 05, 2021",51021029,Bar-Vanilla_Bean-2x,1,,6.86
"Tue, October 05, 2021",51021030,Bar-Cedarwood_Forest-1x,2,1001877.0,8.72
"Tue, October 05, 2021",51021030,Liquid-Vanilla_Bean-1L,2,1001877.0,50.0
"Tue, October 05, 2021",51021031,Bar-Ocean_Mist-4x,2,1007185.0,4.65
"Tue, October 05, 2021",51021031,Bar-Cedarwood_Forest-4x,2,1007185.0,15.9
"Tue, October 05, 2021",51021031,Liquid-Vanilla_Bean-0.25L,2,1007185.0,13.83
"Tue, October 05, 2021",51021032,Bar-Ocean_Mist-1x,2,1004803.0,3.6
"Tue, October 05, 2021",51021032,Liquid-Coconut_Dream-0.25L,2,1004803.0,9.52
"Tue, October 05, 2021",51021033,Bar-Citrus_Breeze-4x,2,1000505.0,12.18
"Tue, October 05, 2021",51021033,Bar-Sandalwood_Spice-4x,2,1000505.0,23.97
"Tue, October 05, 2021",51021034,Bar-Lavender_Fields-4x,1,1009777.0,20.4
"Tue, October 05, 2021",51021035,Liquid-Sandalwood_Spice-0.5L,1,1001713.0,9.56
"Tue, October 05, 2021",51021036,Bar-Eucalyptus_Mint-4x,1,1003281.0,33.2
"Tue, October 05, 2021",51021037,Bar-Coconut_Dream-2x,2,1004439.0,12.96
"Tue, October 05, 2021",51021037,Liquid-Rose_Garden-0.5L,2,1004439.0,21.15
"Tue, October 05, 2021",51021038,Bar-Lavender_Fields-1x,1,1002440.0,1.77
"Tue, October 05, 2021",51021038,Liquid-Ocean_Mist-0.25L,1,1002440.0,6.2
"Tue, October 05, 2021",51021038,Liquid-Rose_Garden-0.25L,1,1002440.0,5.7
"Tue, October 05, 2021",51021039,Liquid-Fresh_Rain-1L,1,1001428.0,8.15
"Tue, October 05, 2021",51021040,Bar-Vanilla_Bean-2x,1,,6.86
"Tue, October 05, 2021",51021041,Liquid-Lavender_Fields-0.25L,1,1006694.0,2.3
"Tue, October 05, 2021",51021041,Liquid-Vanilla_Bean-0.5L,1,1006694.0,36.75
"Tue, October 05, 2021",51021042,Bar-Cedarwood_Forest-2x,1,1004484.0,6.1
"Tue, October 05, 2021",51021042,Bar-Coconut_Dream-4x,1,1004484.0,9.63
"Tue, October 05, 2021",51021042,Liquid-Ocean_Mist-0.5L,1,1004484.0,2.91
"Tue, October 05, 2021",51021043,Bar-Vanilla_Bean-4x,2,,88.7
"Tue, October 05, 2021",51021043,Bar-Vanilla_Bean-4x,2,,70.96
"Tue, October 05, 2021",51021044,Bar-Ocean_Mist-1x,1,1007093.0,4.8
"Tue, October 05, 2021",51021044,Bar-Vanilla_Bean-1x,1,1007093.0,7.28
"Tue, October 05, 2021",51021044,Liquid-Cedarwood_Forest-0.5L,1,1007093.0,4.39
"Tue, October 05, 2021",51021045,Bar-Cedarwood_Forest-1x,1,,4.36
"Tue, October 05, 2021",51021045,Liquid-Rose_Garden-0.5L,1,,35.25
"Tue, October 05, 2021",51021046,Bar-Citrus_Breeze-1x,1,,3.24
"Tue, October 05, 2021",51021047,Bar-Cedarwood_Forest-2x,1,1001170.0,6.1
"Tue, October 05, 2021",51021048,Bar-Eucalyptus_Mint-4x,1,1003158.0,41.5
"Tue, October 05, 2021",51021049,Bar-Coconut_Dream-2x,1,1000213.0,17.28
"Tue, October 05, 2021",51021049,Liquid-Ocean_Mist-1L,1,1000213.0,9.18
"Tue, October 05, 2021",51021050,Bar-Lavender_Fields-1x,1,1005746.0,7.08
"Tue, October 05, 2021",51021050,Bar-Lavender_Fields-2x,1,1005746.0,12.05
"Tue, October 05, 2021",51021051,Bar-Lavender_Fields-2x,1,,7.23
"Tue, October 05, 2021",51021051,Liquid-Citrus_Breeze-0.25L,1,,5.84
"Tue, October 05, 2021",51021052,Liquid-Cedarwood_Forest-0.25L,1,,7.8
"Tue, October 05, 2021",51021052,Liquid-Eucalyptus_Mint-0.5L,1,,8.88
"Tue, October 05, 2021",51021053,Bar-Vanilla_Bean-4x,1,,70.96
"Tue, October 05, 2021",51021053,Liquid-Vanilla_Bean-1L,1,,12.5
"Tue, October 05, 2021",51021054,Bar-Lavender_Fields-4x,1,,10.2
"Tue, October 05, 2021",51021054,Bar-Sandalwood_Spice-4x,1,,15.98
"Tue, October 05, 2021",51021055,Bar-Lavender_Fields-2x,2,1001144.0,12.05
"Tue, October 05, 2021",51021055,Liquid-Ocean_Mist-0.25L,2,1001144.0,1.55
"Tue, October 05, 2021",51021056,Bar-Citrus_Breeze-1x,1,1000079.0,1.62
